StudentID,FirstName,LastName,Gender,DateOfBirth,Major,GPA
1466,Student466,Doe,Male,1996-04-17,Computer Science,3.62
1467,Student467,Doe,Male,1990-03-18,Mathematics,3.57
1468,Student468,Doe,Male,1996-01-04,Physics,2.43
1469,Student469,Doe,Female,2001-02-10,Biology,3.68
1470,Student470,Doe,Male,2000-07-29,Computer Science,2.46
1471,Student471,Doe,Male,1999-07-06,Biology,2.1
1472,Student472,Doe,Male,2000-07-13,Biology,3.1
1473,Student473,Doe,Female,1997-08-23,Biology,3.4
1474,Student474,Doe,Male,1997-04-25,Biology,2.32
1475,Student475,Doe,Male,1995-11-08,Physics,2.51
1476,Student476,Doe,Female,2000-06-16,Computer Science,3.36
1477,Student477,Doe,Male,2005-11-29,Mathematics,3.84
1478,Student478,Doe,Female,1992-03-03,Biology,3.68
1479,Student479,Doe,Male,1997-11-30,Physics,2.26
1480,Student480,Doe,Male,1991-08-12,Computer Science,2.66
1481,Student481,Doe,Male,1993-01-29,Computer Science,3.17
1482,Student482,Doe,Male,1994-04-01,Biology,3.81
1483,Student483,Doe,Female,1999-11-10,Mathematics,2.22
1484,Student484,Doe,Female,2004-11-13,Physics,3.27
1485,Student485,Doe,Male,1997-02-01,Physics,3.83
1486,Student486,Doe,Male,2000-06-22,Physics,2.25
1487,Student487,Doe,Female,1998-08-23,Biology,2.83
1488,Student488,Doe,Male,1998-07-21,Biology,2.14
1489,Student489,Doe,Female,1998-08-30,Mathematics,3.53
1490,Student490,Doe,Female,2002-08-14,Physics,3.87
1491,Student491,Doe,Male,1996-01-15,Computer Science,3.39
1492,Student492,Doe,Male,1996-01-21,Biology,3.9
1493,Student493,Doe,Male,1996-10-04,Physics,3.96
1494,Student494,Doe,Female,1991-09-04,Biology,3.42
1495,Student495,Doe,Female,1990-01-28,Computer Science,2.49
1496,Student496,Doe,Male,1995-05-05,Mathematics,2.1
1497,Student497,Doe,Male,2003-05-24,Computer Science,2.55
1498,Student498,Doe,Female,1991-07-28,Biology,3.53
1499,Student499,Doe,Female,2003-11-11,Mathematics,3.47
1500,Student500,Doe,Female,2004-10-03,Computer Science,2.85
